3	45	1
3	295	6
3	356	3
3	682	1
3	1020	1
3	1263	3
3	1376	2
3	1947	1
3	1949	1
3	2020	1
3	2144	1
3	2305	1
3	2681	1
3	2874	1
3	3444	3
3	3769	2
3	3941	1
3	4138	1
3	4175	1
3	4223	3
3	4999	6
3	5485	1
3	5632	1
3	5714	1
3	5802	1
3	6601	2
3	7561	2
3	7566	1
3	7592	1
3	7701	3
3	7933	8
3	7973	5
3	8085	1
3	8102	1
3	8837	2
3	8984	1
3	9105	6
3	9156	1
3	9205	1
3	9325	5
3	9527	6
3	9720	6
3	10273	3
3	10422	1
3	10560	1
3	11947	1
3	12017	1
3	12488	1
3	12553	3
3	12886	3
3	13017	1
3	13990	2
3	14146	2
3	14237	2
9	45	1
9	254	2
9	295	10
9	356	5
9	682	1
9	1263	2
9	1356	1
9	1557	1
9	1805	1
9	1897	1
9	2020	2
9	2095	1
9	2305	9
9	2358	1
9	2570	3
9	2681	4
9	2719	1
9	3012	1
9	3444	5
9	3746	1
9	3769	8
9	4030	1
9	4142	1
9	4175	1
9	4223	6
9	4707	1
9	4772	1
9	4999	8
9	5081	2
9	5160	1
9	5215	2
9	5485	2
9	5802	1
9	6240	1
9	6601	10
9	6829	1
9	7223	1
9	7370	4
9	7491	1
9	7572	4
9	7592	1
9	7688	4
9	7701	5
9	7933	10
9	7973	5
9	8085	3
9	8618	3
9	8984	5
9	9105	10
9	9156	1
9	9190	2
9	9205	2
9	9325	4
9	9527	9
9	9531	1
9	9576	1
9	9599	1
9	9720	9
9	9778	1
9	10021	1
9	10273	4
9	10431	1
9	10560	3
9	10976	1
9	11368	2
9	11441	1
9	11607	2
9	11642	1
9	11695	1
9	12101	1
9	12488	1
9	12553	5
9	12886	1
9	12920	1
9	12951	2
9	13027	1
9	13121	1
9	13871	1
9	13990	8
9	14059	1
9	14146	7
9	14237	3
9	14239	1
9	14479	1
9	14643	1
9	15500	3
14	45	1
14	241	1
14	254	2
14	295	17
14	356	9
14	682	1
14	903	4
14	1020	11
14	1148	1
14	1180	1
14	1263	9
14	1307	2
14	1356	6
14	1376	2
14	1489	1
14	1520	1
14	1557	1
14	1573	1
14	1594	1
14	1795	1
14	1805	1
14	1897	3
14	1972	2
14	2018	2
14	2020	3
14	2095	1
14	2305	12
14	2570	9
14	2681	8
14	2703	1
14	2743	1
14	3012	1
14	3100	1
14	3292	2
14	3444	10
14	3769	14
14	4142	5
14	4175	4
14	4223	7
14	4299	2
14	4486	2
14	4999	15
14	5045	4
14	5160	1
14	5485	8
14	5517	1
14	5667	2
14	5802	3
14	6102	3
14	6106	1
14	6240	1
14	6601	15
14	6829	1
14	7099	3
14	7227	2
14	7370	11
14	7561	4
14	7572	1
14	7701	9
14	7933	26
14	7973	18
14	8027	1
14	8085	7
14	8131	1
14	8197	1
14	8363	1
14	8567	1
14	8598	1
14	8618	9
14	8696	1
14	8721	2
14	8739	1
14	8836	2
14	8935	2
14	8984	3
14	9105	17
14	9156	2
14	9205	3
14	9325	5
14	9527	7
14	9599	1
14	9720	24
14	9830	1
14	10115	1
14	10273	12
14	10560	5
14	10761	2
14	10882	1
14	10976	1
14	11002	2
14	11220	1
14	11607	1
14	11642	1
14	11695	3
14	11725	1
14	11986	6
14	12379	5
14	12488	2
14	12553	15
14	12861	1
14	12900	1
14	12922	1
14	12951	2
14	13211	1
14	13990	10
14	14019	2
14	14146	8
14	14237	10
14	14289	2
14	14661	1
14	15438	2
14	15500	7
35	45	1
35	241	1
35	295	6
35	356	2
35	682	2
35	1263	2
35	1356	1
35	1376	2
35	1557	2
35	1897	1
35	2020	3
35	2305	3
35	2358	1
35	2681	2
35	2874	1
35	3444	1
35	3769	1
35	4223	6
35	4999	6
35	5485	1
35	5802	1
35	6102	2
35	7370	2
35	7572	2
35	7592	1
35	7701	2
35	7933	3
35	7973	1
35	8085	1
35	9105	6
35	9156	1
35	9325	2
35	9527	3
35	9576	1
35	9720	5
35	10088	1
35	10273	1
35	10560	4
35	12488	2
35	12553	1
35	13990	3
35	14146	2
35	14237	2
45	49	3
45	241	7
45	254	10
45	295	84
45	301	2
45	356	32
45	682	23
45	841	1
45	903	1
45	907	1
45	911	1
45	1020	1
45	1180	4
45	1254	4
45	1263	58
45	1307	2
45	1356	28
45	1362	1
45	1376	12
45	1420	5
45	1489	1
45	1594	15
45	1619	2
45	1730	2
45	1762	1
45	1794	1
45	1897	8
45	1947	2
45	1972	12
45	2020	3
45	2144	6
45	2305	23
45	2358	1
45	2570	13
45	2591	2
45	2639	3
45	2681	41
45	2703	1
45	2721	3
45	2831	3
45	3012	1
45	3292	1
45	3293	1
45	3444	71
45	3543	4
45	3584	1
45	3769	54
45	3784	1
45	3820	1
45	3884	1
45	4030	1
45	4142	2
45	4175	6
45	4204	1
45	4208	1
45	4223	36
45	4224	1
45	4274	8
45	4333	1
45	4485	1
45	4511	1
45	4979	3
45	4992	6
45	4999	73
45	5160	3
45	5215	3
45	5485	28
45	5500	1
45	5554	2
45	5558	1
45	5614	1
45	5632	3
45	5667	1
45	5714	1
45	5802	16
45	5992	2
45	6240	2
45	6601	27
45	6829	2
45	6956	1
45	6996	1
45	7099	2
45	7208	4
45	7227	20
45	7256	1
45	7278	1
45	7370	15
