16	2071
16	5851
27	299
27	813
27	1105
27	1716
27	1728
27	1833
27	2022
27	2294
27	2405
27	2644
27	3716
27	3807
27	4956
27	5405
27	5549
27	8242
27	8364
38	3415
38	6505
38	8364
62	416
62	2215
62	3149
62	3562
62	4961
66	2861
66	5423
66	6649
70	2290
70	2921
70	5926
85	2643
85	3765
85	4940
85	5023
85	5025
91	1884
91	7227
101	4929
101	5734
102	3073
102	5323
102	5592
102	8192
110	6081
110	7323
119	1797
119	5112
119	6701
119	6863
119	6949
119	7620
130	4808
130	6243
130	7684
132	2215
132	3562
138	5553
138	5589
138	7227
146	845
146	1044
146	1386
146	2066
146	3650
146	3678
146	3765
146	3795
146	4634
146	5154
146	5323
146	6229
146	7348
159	6964
159	7986
159	8550
169	296
169	553
169	819
171	1883
171	1884
171	5406
171	7227
215	1010
215	2090
215	4341
215	5191
215	5366
215	6463
216	217
216	289
216	1674
217	289
217	4631
217	7217
217	7581
220	2066
220	2709
220	3765
220	3918
220	5054
242	1946
242	2709
242	2994
242	8100
244	1761
244	2645
244	3719
244	4923
244	5808
244	5940
244	6698
244	6946
288	4677
288	6066
289	2396
296	803
296	1010
296	2056
296	2314
296	3500
296	3549
296	4628
299	2320
299	3716
299	3732
299	3807
299	4409
299	4437
299	5203
299	6747
299	6907
299	7600
300	2648
300	5600
301	813
311	1799
311	1881
311	2805
311	3151
311	3941
311	5998
314	2853
314	5019
314	7445
345	3171
345	6151
345	7408
345	8700
356	2066
356	2709
356	3577
356	3765
356	3795
358	1909
358	2186
358	2375
358	3844
358	4129
358	4669
358	5926
358	6322
358	7376
358	7986
405	4276
405	6060
405	7663
410	1105
410	5040
410	6069
410	6821
410	6907
410	7600
416	2215
416	3149
416	4961
416	5394
436	4760
436	8550
460	7798
460	8550
475	3561
475	3765
475	4094
475	4940
475	5869
475	6314
475	6783
495	3084
495	5734
499	1716
499	4131
499	4946
499	5931
499	7481
514	3577
514	7574
544	5154
544	8105
553	819
555	2971
555	3716
555	4863
555	4934
555	5395
555	6143
555	6895
555	7134
555	7718
575	3415
575	4078
575	6857
577	1747
577	2131
577	6268
600	3606
600	4956
622	4940
622	7574
623	5133
623	5154
623	5315
677	3415
677	5102
677	6525
713	1034
713	2644
713	5405
716	845
716	3287
716	3795
750	1801
750	2861
750	3959
750	5274
750	6041
763	3505
763	5553
763	6967
789	5191
789	6558
789	7724
790	4341
790	5600
803	3500
803	3549
807	6269
807	6852
819	2628
819	5259
845	1386
845	2066
845	3650
845	4677
845	5766
845	7348
860	3502
860	5940
868	2018
868	2844
868	3018
871	1881
871	3627
871	4381
871	5656
879	3158
879	3505
879	3581
879	4996
879	6146
879	7189
879	7258
896	2745
896	3101
896	3106
896	3179
896	3819
896	4730
896	5611
896	6143
896	6907
896	7718
983	2196
983	4405
1034	1716
1034	1833
1034	2022
1034	2320
1034	2644
1034	2991
1034	3101
1034	3716
1034	3732
1034	4068
1034	5040
1034	5405
1034	6895
1034	6907
1034	7306
1044	1386
1044	2066
1044	2709
1044	3650
1044	3765
1044	3795
1044	4129
1044	5826
1044	6612
1044	6708
1044	7348
1095	5600
1096	2994
1104	1376
1104	1946
1104	3941
1104	7786
1106	3628
1106	4223
1106	5395
1106	7600
1108	6128
1108	7762
1134	4990
1134	6823
1134	6853
1134	7150
1134	7990
1134	8242
1145	5389
1145	5735
1145	6936
1157	3076
1216	1797
1216	1834
1216	1927
1216	1952
1216	3816
1216	4944
1216	5112
1216	5758
1216	7574
1246	7581
1284	2968
1284	2971
1284	3498
1284	5734
1284	6143
1284	6747
1284	7618
1284	7798
1284	7990
1284	8242
1288	7804
1288	7989
1288	8123
1308	5029
1332	5102
1332	5427
1343	2113
1343	4727
1343	5133
1356	7574
1368	5394
1368	6070
1368	7110
1368	7719
1370	4942
1370	6747
1386	2066
1386	2781
1386	3650
1386	5826
1386	6708
1386	7348
1439	4387
1439	5248
1573	3742
1573	4106
1573	4293
1573	4584
1573	6421
1573	8530
1651	5083
1678	4944
1692	7329
1692	8246
1694	2204
1694	5696
1694	6065
1695	6747
1695	7041
1695	7990
1738	2802
1738	6821
1761	2311
1761	3637
1761	7045
1761	7372
1761	7548
1769	4242
1769	4970
1769	5079
1799	3941
1799	5083
1799	6154
1799	6639
1799	7784
1830	2311
1831	5018
1831	5587
1833	2644
1833	2991
1833	3101
1833	3106
1833	3168
1833	3179
1833	3716
1833	3732
1833	3807
1833	4409
1833	4437
1833	4956
1833	5040
1833	5203
1833	5405
1833	5549
1833	5611
1833	6490
1833	6747
1833	6895
1833	7805
1833	7990
1836	6648
1852	6445
1875	3500
1876	7221
1876	7323
1876	7580
1876	7581
1876	8246
1880	3598
1880	5395
1909	2709
1909	3089
1909	6229
1909	6783
1909	6952
1909	7986
1915	5019
1915	6060
1928	4313
1928	4996
1928	6851
1928	6852
1945	3719
1954	4761
1954	5643
1954	5940
1958	3076
1958	4017
1958	5766
1973	2499
2018	2064
2018	2844
2018	5062
2022	3720
2056	4940
2056	5029
2056	6074
2056	6314
2056	7200
2066	3650
2066	3979
2066	4199
2066	6229
2066	6708
2066	6977
2066	7348
2066	7986
2071	7110
2074	4996
2074	5141
2074	6852
2131	3807
2178	3605
2178	6634
2178	7619
2178	7790
2202	6065
2204	7597
2212	2717
2212	3779
2212	3930
2212	4968
2215	6070
2215	6192
2215	6744
2215	8057
2215	8460
2233	6851
2287	4736
2287	6143
2287	6353
2287	6490
2311	6065
2314	3500
2331	4940
2331	6281
2331	7574
2331	8048
2331	8105
2466	2930
2466	5248
2466	6877
2499	3770
2500	5550
2522	3958
2522	5771
2534	3171
2534	6505
2534	7329
2534	7684
2534	8246
2616	7663
2642	3783
2642	4777
2642	7090
2643	4940
2648	5229
2707	3838
2707	7986
2713	5049
2713	6064
2723	4946
2723	4947
2723	4950
2723	4952
2723	4990
2723	4999
2723	5548
2723	7609
2730	6558
2730	7724
2730	8268
2745	3106
2745	3732
2745	4968
2745	5062
2745	5611
2745	6143
2745	6747
2745	7481
2755	3819
2755	3861
2755	3966
2755	4223
2755	4968
2755	5062
2755	6747
2755	6823
2755	7718
2755	7990
2755	8242
2757	2874
2757	6151
2757	7741
2781	3650
2781	5826
2781	7348
2844	4071
2844	4950
2844	6041
2844	6823
2845	3705
2845	6213
2845	6917
2845	7109
2845	7134
2845	7876
2848	7621
2848	7986
2861	2928
2861	6041
2874	3451
2874	4135
2874	6151
2874	6220
2874	7741
2879	3566
2879	3765
2879	3795
2879	4129
2879	4163
2879	4940
2879	4960
2887	3404
2887	4761
2887	6936
2898	5845
2928	6041
2930	5209
2930	5553
2930	7227
2966	5839
2968	5018
2968	7134
2968	7798
2968	7854
2970	5830
2970	7217
2970	7329
2974	7227
2974	7229
2977	6997
2977	7724
2977	8439
2990	6902
2990	7905
3073	5692
3073	6281
3073	6850
3082	6916
3082	7718
3082	8212
3082	8550
3089	5049
3097	5133
3097	7348
3097	8191
3101	4409
3101	5203
3101	5611
3101	6907
3101	7600
3101	7798
3106	3716
3106	3732
3106	4437
3106	4923
3106	4956
3106	4990
3106	5040
3106	5405
3106	5549
3106	5608
3106	5611
3106	6198
3106	6490
3106	6747
3106	6895
3106	6907
3106	7600
3158	5141
3158	5406
3158	5553
3158	5589
3172	5025
3195	4068
3195	6382
3197	5744
3213	6972
3214	7798
3214	7944
3277	3561
3287	6964
3312	4405
3312	4677
3312	7982
3312	7986
3318	5839
3318	6445
3377	4940
3444	4863
3444	6065
3451	4135
3451	7741
3451	8110
3457	7150
3457	7633
3498	6747
3549	5600
3549	5707
3549	6128
3549	7169
3591	6041
3591	6883
3591	6972
3591	7663
3600	8057
3627	4381
3627	5656
3627	8194
3628	4993
3629	8105
3639	3844
3639	3930
3639	4129
3653	4944
3732	4409
3732	4923
3732	4956
3732	5040
3732	5405
3732	5549
3732	5608
3732	5611
3732	5734
3732	6069
3732	6143
3732	6198
3732	6490
3732	6747
3732	6821
3732	6907
3732	7600
3732	7804
3768	5550
3768	5851
3768	7110
3768	7388
3768	8723
3770	5083
3770	5406
3770	6999
3772	5209
3783	4726
3783	5744
3783	5826
3783	6251
3783	7619
3836	4863
3836	5193
3836	6065
3841	6312
3841	6505
3841	7329
3841	7649
3898	6950
3898	7574
3918	6557
3930	4677
3930	4940
3930	6066
3930	6648
3930	7257
3958	5589
3958	5771
3958	7095
3960	5998
4069	5095
4069	5406
4069	5553
4126	4510
4198	5427
4198	6574
4198	7170
4223	4923
4241	5771
4277	6505
4279	4810
4279	7724
4309	7609
4309	7798
4309	7990
4324	7944
4324	8411
4355	4628
4367	5396
4367	5548
4367	5885
4367	5991
4367	6937
4387	5845
4390	5809
4390	7741
4409	5611
4409	6907
4409	7134
4409	7600
4409	7798
4482	4946
4482	5817
4482	6064
4482	6821
